1.05106135815e-5	1.00000014941e0
1.32320785313e-5	1.00000023679e0
1.66581999139e-5	1.00000037529e0
2.09714311864e-5	1.00000059479e0
2.64014676423e-5	1.00000094267e0
3.32374785235e-5	1.00000149401e0
4.18435063372e-5	1.0000023678e0
5.26778534465e-5	1.00000375258e0
6.63174883425e-5	1.00000594711e0
8.34887713208e-5	1.00000942471e0
1.05106135815e-4	1.0000149351e0
1.32320785313e-4	1.00002366531e0
1.66581999139e-4	1.00003749399e0
2.09714311864e-4	1.0000593912e0
2.64014676423e-4	1.0000940465e0
3.32374785235e-4	1.00014884777e0
4.18435063372e-4	1.00023539214e0
5.26778534465e-4	1.00037178212e0
6.63174883425e-4	1.00058602135e0
8.34887713208e-4	1.00092081296e0
1.e-3	1.00130779218e0
1.05106135815e-3	1.00143976009e0
1.32320785313e-3	1.00223408308e0
1.66581999139e-3	1.0034265853e0
2.09714311864e-3	1.00516575971e0
2.64014676423e-3	1.00760090436e0
3.32374785235e-3	1.0108476457e0
4.18435063372e-3	1.01504528411e0
5.26778534465e-3	1.02074235902e0
6.63174883425e-3	1.02923953684e0
8.34887713208e-3	1.04064960887e0
1.e-2	1.05022694437e0
1.05106135815e-2	1.05294556264e0
1.32320785313e-2	1.06603350973e0
1.66581999139e-2	1.07918387682e0
2.09714309887e-2	1.09135116201e0
2.6401323484e-2	1.10191892548e0
3.32182104487e-2	1.11058491224e0
4.12222127526e-2	1.11703684007e0
4.79140242087e-2	1.12065149014e0
5.27775094117e-2	1.12263499973e0
5.67971669338e-2	1.1239787836e0
6.03904100429e-2	1.12500394779e0
6.37440263573e-2	1.12583701388e0
6.695717355e-2	1.12654158559e0
7.00894333825e-2	1.12715397858e0
7.31800053665e-2	1.12769616089e0
7.62565508517e-2	1.12818226417e0
7.93397287911e-2	1.12862324052e0
8.24457198361e-2	1.12902656199e0
8.55877236947e-2	1.12939779285e0
8.87768940864e-2	1.1297404826e0
9.20229474195e-2	1.13005881553e0
9.53345729219e-2	1.1303556286e0
9.87197169619e-2	1.13063319737e0
1.e-1	1.13073198535e0
1.02185784815e-1	1.13089326996e0
1.05739786585e-1	1.13113731257e0
1.09388444303e-1	1.1313669238e0
1.13138271413e-1	1.13158326887e0
1.16995632188e-1	1.13178734163e0
1.20966786324e-1	1.13197982895e0
1.25057922464e-1	1.13216150069e0
1.29275183401e-1	1.13233324463e0
1.33624685069e-1	1.13249569174e0
1.38112530968e-1	1.13264939923e0
1.42744823416e-1	1.13279472846e0
1.47527672795e-1	1.13293218502e0
1.52467205861e-1	1.13306230447e0
1.57569574077e-1	1.13318548771e0
1.62840962924e-1	1.13330209821e0
1.68287603068e-1	1.13341239746e0
1.7391578427e-1	1.13351667853e0
1.79731872907e-1	1.1336153525e0
1.85742333955e-1	1.13370870937e0
1.91953758295e-1	1.1337970176e0
1.9837289619e-1	1.13388047028e0
2.05006697804e-1	1.1339593162e0
2.11862361679e-1	1.13403384727e0
2.18947392109e-1	1.13410428881e0
2.26269666491e-1	1.13417085185e0
2.33837513854e-1	1.1342336902e0
2.41659805998e-1	1.13429300085e0
2.49746062966e-1	1.13434902167e0
2.58106575033e-1	1.13440193543e0
2.66752543905e-1	1.13445191401e0
2.75696246639e-1	1.13449909325e0
2.84951226754e-1	1.13454363317e0
2.94532518355e-1	1.1345857114e0
3.04456910822e-1	1.13462547267e0
3.14743264003e-1	1.13466305293e0
3.25412886923e-1	1.13469855869e0
3.36489997362e-1	1.13473211549e0
3.48002285423e-1	1.13476386667e0
3.5998161243e-1	1.13479392735e0
3.72464887907e-1	1.13482240588e0
3.85495183897e-1	1.13484938884e0
3.99123169889e-1	1.13487498347e0
4.13408987267e-1	1.13489929559e0
4.28424736339e-1	1.13492241788e0
4.44257832795e-1	1.13494443907e0
4.61015623716e-1	1.13496542776e0
4.78831870634e-1	1.13498548894e0
4.97876072999e-1	1.1350047119e0
5.18367242226e-1	1.13502318614e0
5.40594888308e-1	1.13504099417e0
5.64952157e-1	1.13505824596e0
5.91990374591e-1	1.13507506265e0
6.22513325216e-1	1.13509158018e0
6.57749866443e-1	1.13510796134e0
6.99692084131e-1	1.13512444231e0
7.51810732156e-1	1.13514132902e0
8.20690576919e-1	1.13515904748e0
9.19891922947e-1	1.135178098e0
1.e0	1.13518962983e0
1.07701299399e0	1.13519843483e0
1.3266362721e0	1.13521739259e0
1.66755709337e0	1.13523103558e0
2.09928260575e0	1.13523982081e0
2.64284004913e0	1.13524541932e0
3.32713849707e0	1.13524897976e0
4.18861920252e0	1.13525124081e0
5.27315915439e0	1.13525267473e0
6.63851405989e0	1.13525358321e0
8.35739404655e0	1.13525415835e0
1.05213357416e1	1.13525452217e0
