# Matter power spectrum P(k) at redshift z=25
# for k=1.045e-05 to 524.281 h/Mpc,
# number of wavenumbers equal to 139
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.045004358465e-05       1.220368951711e-01 
       1.315582542307e-05       1.522933185446e-01 
       1.656220293823e-05       1.900511117995e-01 
       2.085057815424e-05       2.371699810996e-01 
       2.624932268897e-05       2.959706334860e-01 
       3.304593937553e-05       3.693489605768e-01 
       4.160237283646e-05       4.609184835442e-01 
       5.237428435475e-05       5.751879173807e-01 
       6.593531749873e-05       7.177824397186e-01 
       8.300764673387e-05       8.957191384790e-01 
       1.045004358465e-04       1.117749446431e+00 
       1.315582542307e-04       1.394783836720e+00 
       1.656220293823e-04       1.740416709370e+00 
       2.085057815424e-04       2.171571221914e+00 
       2.624932268897e-04       2.709284040561e+00 
       3.304593937553e-04       3.379645423222e+00 
       4.160237283646e-04       4.214895729878e+00 
       5.237428435475e-04       5.254645112353e+00 
       6.593531749873e-04       6.547110315464e+00 
       8.300764673387e-04       8.150120889068e+00 
       1.045004358465e-03       1.013139309218e+01 
       1.315582542307e-03       1.256716478734e+01 
       1.656220293823e-03       1.553738290560e+01 
       2.085057815424e-03       1.911733734832e+01 
       2.624932268897e-03       2.336194044697e+01 
       3.304593937553e-03       2.828700141908e+01 
       4.160237283646e-03       3.385172669294e+01 
       5.237428435475e-03       3.994125468510e+01 
       6.593531749873e-03       4.632963374122e+01 
       8.300764673387e-03       5.262452299370e+01 
       1.045004358465e-02       5.823537260199e+01 
       1.315582542307e-02       6.234981218572e+01 
       1.656220293821e-02       6.397304841178e+01 
       2.085057798724e-02       6.212813993304e+01 
       2.624919572676e-02       5.636160264742e+01 
       3.302838431025e-02       4.754908174709e+01 
       4.101870778203e-02       3.871315495030e+01 
       4.775836065426e-02       3.363313836323e+01 
       5.264561137662e-02       3.112284518207e+01 
       5.667534407708e-02       2.954895708587e+01 
       6.027307883754e-02       2.835580318592e+01 
       6.362844085636e-02       2.731146387482e+01 
       6.684176795926e-02       2.629902663450e+01 
       6.997321120589e-02       2.525640572328e+01 
       7.306227557334e-02       2.415385029064e+01 
       7.613679937064e-02       2.298406886244e+01 
       7.921754993795e-02       2.175658100594e+01 
       8.232077702863e-02       2.049335833490e+01 
       8.545972563109e-02       1.922479028694e+01 
       8.864557961545e-02       1.798551450781e+01 
       9.188807555534e-02       1.681024250813e+01 
       9.519591603890e-02       1.572984739164e+01 
       9.857705603011e-02       1.476807889110e+01 
       1.020389059898e-01       1.393902462597e+01 
       1.055884787182e-01       1.324557243472e+01 
       1.092324971067e-01       1.267886374426e+01 
       1.129774740828e-01       1.221862365908e+01 
       1.168297723661e-01       1.183453549923e+01 
       1.207956493173e-01       1.148896973757e+01 
       1.248812906505e-01       1.114148797507e+01 
       1.290928357791e-01       1.075512061019e+01 
       1.334363969073e-01       1.030361463984e+01 
       1.379180735365e-01       9.777757947657e+00 
       1.425439637635e-01       9.188410267993e+00 
       1.473201735546e-01       8.564622978297e+00 
       1.522528250549e-01       7.946767600174e+00 
       1.573480649123e-01       7.376767072077e+00 
       1.626120735448e-01       6.887272220397e+00 
       1.680510762517e-01       6.493501806255e+00 
       1.736713570449e-01       6.189881622940e+00 
       1.794792760670e-01       5.950328819212e+00 
       1.854812914541e-01       5.737679154084e+00 
       1.916839864933e-01       5.510830676293e+00 
       1.980941029324e-01       5.238523420777e+00 
       2.047185813096e-01       4.916163715183e+00 
       2.115646092052e-01       4.566708836972e+00 
       2.186396783743e-01       4.227105013006e+00 
       2.259516518178e-01       3.929532835961e+00 
       2.335088419960e-01       3.690201576562e+00 
       2.413201016074e-01       3.503969435291e+00 
       2.493949286578e-01       3.345149194506e+00 
       2.577435879657e-01       3.181887394666e+00 
       2.663772518135e-01       2.995704207181e+00 
       2.753081632066e-01       2.790135738787e+00 
       2.845498261976e-01       2.586932838412e+00 
